ID_star,ID_system,Name,GJ,Karmn,RA_J2016,DE_J2016,SpT,SpTnum,SpT_ref,Type,Class,Component,System,SB,SB_ref,Discoverer,Group,Group_ref,Nplanet,Planet_ref,Category,Remarks,WDS_id,WDS_comp,WDS_obs1,WDS_obs2,WDS_nobs,WDS_pa2,WDS_sep2,WDS_mag1,WDS_mag2,s01,rho01,theta01,s01_ref,s02,rho02,theta02,muratio,deltaPA,deltad,M_Msol,eM_Msol,R_Rsol,eR_Rsol,MR_ref,L_Lsol,eL_Lsol,L_ref,MG_mag,eMG_mag,Teff_K,eTeff_K,Teff_ref,logg,elogg,Fe_H,Fe_H_ref,q,P01,eP01,P01_ref,P02,eP02,Ug_J,eUg_J,crit_ruwe,crit_ipd_ruwe,crit_rv,crit_rv_error,crit_ipd_fmp,crit_dupl_source,crit_non_single,crit_DR3_non_single,Candidate,GaiaDR3_id,2MASS_id,AllWISE_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_ref,pmra,pmra_error,pmdec,pmdec_error,pm_ref,rv,rv_error,rv_ref,ruwe,astrometric_excess_noise,astrometric_excess_noise_sig,phot_bp_rp_excess_factor,phot_bp_n_blended_transits,phot_rp_n_blended_transits,phot_variable_flag,rv_chisq_pvalue,rv_amplitude_robust,rv_nb_transits,rv_renormalised_gof,astrometric_n_obs_al,astrometric_n_good_obs_al,ipd_gof_harmonic_amplitude,ipd_frac_multi_peak,duplicated_source,BP_mag,eBP_mag,G_mag,eG_mag,RP_mag,eRP_mag,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,Qf_2M,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Qf_W
1670,0,LP 270-68,,J14219+376,14:21:55.61,+37:39:45.5,M1.5 V,71.5,Lep13,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.5008,0.0185,0.4974,0.0139,This work,0.0374341346,0.0001551006,This work,8.9724,0.0031,3600,50,This work,5.00,0.25,-0.26,Jon20,,,,,,,,,false,false,false,false,false,false,0,,false,1484535762028915712,14215507+3739508,J142155.45+373947.1,215.48171168181600,0.011536660604178900,37.66265148580640,0.015169206075370300,32.98793386393200,0.019847123,DR3,365.16230935204300,0.014552294,-294.98567670573800,0.02034835,DR3,6.4824095,0.19360471,DR3,1.3605703,0.18148285150528000,65.59366607666020,1.3695264,12,0,VARIABLE,0.9211827,2.8194613,33,-1.8003479,575,573,0.014621328562498100,0,false,12.5026,0.0030,11.3806,0.0028,10.3264,0.0038,8.982,0.021,8.362,0.021,8.137,0.018,AAA,7.998,0.023,7.924,0.019,7.845,0.018,7.864,0.148,AAAB
1671,0,LP 440-13,,J14227+164,14:22:43.19,+16:24:47.2,M5.0 V,75.0,Alo15a,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.3411,0.0150,0.3461,0.0109,This work,0.0113142766,0.0000650637,This work,10.8581,0.0032,3200,50,This work,3.50,0.25,0.19,New14,,,,,,,,,false,false,false,false,false,false,0,,false,1232349301180166016,14224340+1624464,J142243.26+162446.9,215.67997483750100,0.01842367649078370,16.413111047287000,0.015149659477174300,30.21432768832450,0.022804607,DR3,-189.89253398031000,0.02388423,47.779303915791300,0.01816667,DR3,-18.204594,2.8416827,DR3,1.3713318,0.1240166500210760,13.38807487487790,1.5098164,35,1,NOT_AVAILABLE,3.6238355E-08,31.222641,15,3.7260776,470,469,0.02122196927666660,0,false,15.2816,0.0038,13.4570,0.0028,12.1720,0.0039,10.303,0.024,9.743,0.031,9.452,0.019,AAA,9.272,0.023,9.074,0.020,8.912,0.025,8.697,0.294,AAAB
1672,0,GJ 3845,3845,J14231-222,14:23:07.49,-22:17:16.7,M4.0 V,74.0,Rei95,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.2323,0.0118,0.2429,0.0076,This work,0.0055751749,0.0000288565,This work,11.5472,0.0031,3200,50,This work,4.00,0.25,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,6276491659631783424,14230784-2217083,J142307.60-221714.1,215.78121195066000,0.02071545273065570,-22.287958828537300,0.016320202499628100,41.00410830530900,0.022132779,DR3,-277.0686481035600,0.024614904,-470.44972243159200,0.019695979,DR3,-5.7037783,2.9711187,DR3,1.3639826,0.11020797491073600,6.94569730758667,1.4885229,9,0,NOT_AVAILABLE,0.0019898834,19.832218,8,3.8965452,196,196,0.055038437247276300,0,false,15.2137,0.0045,13.4831,0.0029,12.2249,0.0041,10.402,0.024,9.787,0.026,9.504,0.024,AAA,9.326,0.022,9.169,0.020,9.001,0.027,8.940,0.437,AAAC
1673,0,GJ 3846,3846,J14249+088,14:24:56.58,+08:53:18.0,M2.5 V,72.5,Rei95,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.2931,0.0131,0.3005,0.0089,This work,0.0108726621,0.0000693788,This work,10.5290,0.0032,3400,50,This work,4.50,0.25,-0.13,Kuz19,,,,,,,,,false,false,false,false,false,false,0,,false,1175938925836488448,14245599+0853155,J142456.36+085317.1,216.23573184749200,0.0410938486456871,8.888339518893310,0.03458324819803240,76.78255940783940,0.04487608,DR3,547.7841798597910,0.045849904,160.72202829528800,0.038936038,DR3,-13.905239,0.26992205,DR3,1.6540773,0.26895371079444900,89.39163970947270,1.4250677,0,0,NOT_AVAILABLE,0.59657484,1.5749445,9,-1.4890239,148,148,0.031536638736724900,0,false,12.4819,0.0042,11.1027,0.0029,9.9460,0.0040,8.420,0.034,7.802,0.038,7.590,0.027,AAA,7.379,0.031,7.272,0.020,7.184,0.016,7.093,0.076,AAAA
1674,457,GJ 3844,3844,J14210+275,14:21:03.13,+27:35:34.5,M2.5 V,72.5,Rei95,Multiple,Double,AB,(AB),,,CRC 69,,,0,,2,,14211+2736,,2012,2016,3,85.10,0.677,10.5,12.2,21.9943,0.677,85.10,,,,,,,,,,,,n/a,,,n/a,9.2061,0.0048,,,n/a,,,0.05,Gai14b,,,,,,,,,true,false,false,false,true,false,0,,false,1259754903380357504,14210349+2735327,J142103.26+273533.9,215.2630347902870,0.02330322563648220,27.592909962015000,0.038829367607832000,30.78076742215170,0.054554753,DR3,-284.35733539336400,0.046915937,100.71380089420800,0.04968956,DR3,-8.781174,0.70736086,DR3,3.0427547,0.41152048110961900,333.6513671875,1.7210447,77,75,NOT_AVAILABLE,0.04755875,4.157448,7,1.2189314,667,647,0.05219058319926260,67,false,12.8264,0.0030,11.7647,0.0029,10.4230,0.0039,8.928,0.018,8.325,0.018,8.088,0.024,AAA,7.916,0.025,7.832,0.020,7.708,0.018,7.790,0.120,AAAB
1675,458,HD 126660,549 A,,14:25:11.39,+51:50:56.3,F7 V,47.0,Gra01,Multiple+,Double,A,A+B,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,1.2100,0.1815,1.3240,0.1986,Pec13,,,n/a,3.1136,0.0059,,,n/a,,,0.03,Luc17,,,,,,,,,true,false,false,false,false,false,0,,true,1604859511344724864,14251181+5151029,,216.2974561533580,0.1311185657978060,51.84896726025890,0.13736261427402500,69.06857806595080,0.15788093,DR3,-235.96991928915300,0.1585788,-399.6956968159240,0.16940983,DR3,-10.912974,0.13540974,DR3,3.3838544,1.4442518949508700,3168.320068359380,1.201302,0,0,NOT_AVAILABLE,0.0024939172,0.9641609,21,,282,272,0.020229054614901500,0,false,4.1763,0.0040,3.9172,0.0031,3.4794,0.0048,3.179,0.244,2.980,0.216,2.739,0.332,DCD,,,,,,,,,
1676,458,HD 126660B,549 B,J14251+518,14:25:11.17,+51:49:46.6,M2.5 V,72.5,Alo15a,Multiple,Double,B,,,,STT 580,,,0,,1,,14252+5151,,1854,2019,22,182.50,70.16,4.10,11.46,1015.8020,70.16,182.50,,,,,0.0118,0.1046,0.0037,0.3917,0.0114,0.3940,0.0050,This work,0.0222344210,0.0000937516,This work,9.6865,0.0030,3551,22,Marf21,5.50,0.25,-0.14,Marf21,0.3237,,,,25582,1452,8.231E+35,1.258E+35,false,false,false,false,false,false,0,,false,1604859408265509632,14251160+5149535,J142511.30+514948.8,216.29652899703100,0.028671614825725600,51.829621790878300,0.026674022898078000,68.81207229566000,0.032209482,DR3,-239.50352517899200,0.033761088,-403.9942177359610,0.03302467,DR3,-10.589818,0.16202465,DR3,1.1535584,0.34805920720100400,158.74034118652300,1.409484,0,0,NOT_AVAILABLE,0.93685263,2.6729412,33,-2.6904294,385,384,0.013390435837209200,0,false,11.7793,0.0031,10.4982,0.0028,9.3729,0.0038,7.883,0.020,7.276,0.020,7.055,0.031,AAA,6.807,0.034,6.733,0.021,6.690,0.016,6.529,0.050,AAAA
1677,0,LP 740-10,,J14255-118,14:25:33.79,-11:48:51.5,M4.0 V,74.0,Alo15a,Candidate,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.5089,0.0200,0.5051,0.0155,This work,0.0272537582,0.0002933420,This work,9.7139,0.0067,3300,50,This work,4.00,0.25,,n/a,,,,,,,,,true,false,true,false,false,false,0,,true,6327575515318207104,14253413-1148515,J142533.90-114851.4,216.39080634891700,0.07751178741455080,-11.81431874769200,0.054241031408309900,31.291923011752000,0.086555414,DR3,-296.7653510294930,0.07779045,-5.572153471082720,0.06401059,DR3,-35.578674,3.5685928,DR3,3.4575183,0.55354243516922,331.56365966796900,1.4591925,0,0,NOT_AVAILABLE,0.0,23.5589,11,16.310165,191,191,0.03046419471502300,1,false,13.7828,0.0050,12.2367,0.0029,11.0253,0.0040,9.353,0.023,8.702,0.044,8.391,0.023,AAA,8.263,0.023,8.137,0.020,7.999,0.019,7.906,0.179,AAAB
1678,459,GJ 548 A,548 A,J14257+236W,14:25:44.40,+23:36:43.6,M0.0 V,70.0,Rei95,Multiple,Double,A,A+B,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,0.6483,0.0266,0.6167,0.0120,This work,0.0847753800,0.0004668863,This work,7.9410,0.0029,3985,13,Marf21,5.00,0.25,0.07,Marf21,,,,,,,,,false,false,false,false,false,false,0,,false,1254695603704323712,14254349+2337010,J142544.09+233649.8,216.4349897911250,0.010657049715519000,23.612118882420400,0.013745861127972600,61.236373959936200,0.019834802,DR3,792.5515191401820,0.014187121,-1116.404589621600,0.016303794,DR3,8.946947,0.13185857,DR3,1.0081825,0.09971173852682110,12.727148056030300,1.3260815,6,0,VARIABLE,0.88533986,0.6771364,14,-2.073972,363,357,0.003313750261440870,0,false,9.9579,0.0030,9.0060,0.0028,8.0405,0.0039,6.769,0.023,6.162,0.038,5.973,0.016,AAA,5.904,0.124,5.822,0.045,5.862,0.016,5.763,0.040,BAAA
1679,459,GJ 548 B,548 B,J14257+236E,14:25:47.58,+23:36:55.8,M0.5 V,70.5,Rei95,Multiple,Double,B,,,,BU 1442,,,0,,1,,14257+2338,AB,1881,2017,43,74.40,45.2,9.87,10.21,738.1234,45.2,74.40,,,,,0.0019,0.0303,0.0006,0.6178,0.0271,0.5896,0.0122,This work,0.0733700540,0.0004008352,This work,8.1386,0.0029,3933,12,Marf21,5.50,0.25,0.09,Marf21,0.9530,,,,17822,267,9.572E+35,5.749E+34,false,false,false,false,false,false,0,,false,1254694882149817728,14254667+2337133,J142547.25+233702.1,216.44823322587200,0.010388294234871900,23.615501815141100,0.013077687472105000,61.20045006622720,0.019377925,DR3,793.4417456678230,0.014069056,-1118.9113502402000,0.015611083,DR3,7.980404,0.14639895,DR3,1.0109285,0.0993862971663475,12.535722732543900,1.3389716,0,0,NOT_AVAILABLE,0.36981708,1.0875025,14,-0.7795349,372,370,0.015055314637720600,0,false,10.2073,0.0029,9.2048,0.0028,8.2115,0.0038,6.889,0.021,6.302,0.046,6.091,0.016,AAA,6.064,0.058,5.924,0.025,5.944,0.015,5.833,0.040,AAAA
1680,0,V358 Boo,,J14259+142,14:25:55.87,+14:12:09.6,M0.0 V,70.0,Lep13,Candidate,,-,,,,,beta Pic,Sch12,0,,3,,,,,,,,,,,,,,,,,,,,,0.6220,0.0933,0.6130,0.0920,Cif20,,,n/a,4.9233,0.0107,,,n/a,,,,n/a,,,,,,,,,false,false,false,true,false,false,0,,true,1227780314970612864,14255593+1412101,J142555.88+141209.8,216.4827808139270,0.015646645799279200,14.202674465419300,0.01404629833996300,6.332324127051220,0.018665386,DR3,-59.61535080613030,0.024261212,-30.350480734555600,0.01795761,DR3,-113.40917,27.443228,DR3,1.2726213,0.13690900802612300,26.781492233276400,1.3404812,0,0,NOT_AVAILABLE,0.0,167.27495,8,38.478058,305,303,0.07110713422298430,0,false,11.7400,0.0301,10.9155,0.0086,9.9749,0.0219,8.147,0.024,7.519,0.033,7.286,0.026,AAA,7.233,0.036,7.197,0.019,7.052,0.017,6.892,0.067,AAAA
1681,0,LSPM J1426+2408,,J14269+241,14:26:58.63,+24:08:56.9,M1.0 V,71.0,Lep13,Single,,-,,,,,IC 2391,Cor24,0,,3,,,,,,,,,,,,,,,,,,,,,0.5554,0.0282,0.5341,0.0127,This work,0.0526051372,0.0003239984,This work,8.5617,0.0035,3700,50,This work,4.50,0.25,0.08,Gai14b,,,,,,,,,false,false,false,false,false,false,0,,false,1254789096552470400,14265881+2408568,J142658.69+240856.9,216.74430124081400,0.017348328605294200,24.149141545961900,0.01897355727851390,29.305359058661300,0.027338963,DR3,-160.16268684041200,0.022775723,-4.237234422535630,0.023910591,DR3,-14.77561,0.25232303,DR3,1.3619213,0.20996202528476700,62.94447326660160,1.348802,0,1,NOT_AVAILABLE,0.70625055,2.944744,20,-0.7878741,363,356,0.014413151890039400,0,false,12.2779,0.0030,11.2270,0.0028,10.2107,0.0038,8.908,0.021,8.278,0.042,8.070,0.016,AAA,7.919,0.025,7.921,0.020,7.804,0.018,7.678,0.124,AAAB
1682,460,GJ 1183 A,1183 A,J14279-003S,14:27:55.69,-00:22:30.5,M4.5 V,74.5,Rei95,Multiple+,Double,A,A+B,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.2841,0.0133,0.2920,0.0092,This work,0.0080532199,0.0000494638,This work,11.2380,0.0032,3200,50,This work,3.50,0.25,0.24,Ter15a,,,,,,,,,false,false,true,false,false,false,0,,true,3652910371473481344,14275607-0022310,J142755.82-002230.6,216.9820370876050,0.02931324392557140,-0.3751301143973930,0.025242766365408900,57.006734674447900,0.03169377,DR3,-361.152087756778,0.04045872,41.69856951157170,0.02949909,DR3,-11.716808,3.2722123,DR3,1.5098342,0.2521188259124760,76.9390869140625,1.5132741,0,0,NOT_AVAILABLE,0.0061562066,13.494173,10,5.318711,220,219,0.019456440582871400,0,false,14.2671,0.0060,12.4584,0.0030,11.1722,0.0045,9.305,0.026,8.700,0.038,8.403,0.021,AAA,8.236,0.026,8.053,0.023,7.926,0.021,7.736,0.162,AAAB
1683,460,GJ 1183 B,1183 B,J14279-003N,14:27:56.01,-00:22:18.3,M4.5 V,74.5,Rei95,Multiple,Double,B,,,,GIC 120,,,0,,2,,14279-0032,,1955,2016,11,21.70,13.073,13.96,14.04,229.2169,13.0729,21.78,,,,,0.0301,1.6465,0.0005,0.2967,0.0139,0.3039,0.0099,This work,0.0076862988,0.0000486841,This work,11.2828,0.0032,3100,50,This work,4.00,0.25,0.31,Ter15a,1.0444,,,,4554,75,6.487E+35,4.296E+34,false,false,false,false,false,false,0,,false,3652910405833716864,14275640-0022191,J142756.14-002218.8,216.98338440234300,0.029344268143177000,-0.3717579253833860,0.025220133364200600,57.032992243049800,0.03195074,DR3,-363.16524986896400,0.040390264,52.5444486213009,0.02951295,DR3,-5.99,5.609,Ter15a,1.5238237,0.2579633593559270,79.42222595214840,1.5127511,1,0,NOT_AVAILABLE,,,,,224,224,0.016528964042663600,0,false,14.3252,0.0039,12.5022,0.0030,11.2150,0.0041,9.345,0.026,8.761,0.036,8.461,0.042,AAA,8.232,0.023,8.006,0.020,7.867,0.018,7.433,0.100,AAAA
1684,0,LP 500-35,,J14280+139,14:28:03.75,+13:56:05.4,M7.0 V,77.0,New14,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.1151,0.0095,0.1318,0.0049,This work,0.0008320668,0.0000041018,This work,14.2886,0.0033,2700,50,This work,5.00,0.25,0.09,New14,,,,,,,,,false,false,false,false,false,false,0,,false,1227705135863076864,14280419+1356137,J142803.89+135608.1,217.0156415738220,0.04198145121335980,13.934833566564200,0.04487037658691410,75.587670827904,0.05800115,DR3,-365.4145015232580,0.059060827,-495.513248903461,0.055661373,DR3,-26.0,4.0,New14,1.1633328,0.43148526549339300,43.12721633911130,1.6612468,1,0,NOT_AVAILABLE,,,,,315,307,0.0032387494575232300,0,false,17.8282,0.0110,14.8963,0.0029,13.4380,0.0041,11.014,0.021,10.390,0.015,10.026,0.020,AAA,9.814,0.023,9.605,0.020,9.363,0.032,9.274,0.518,AAAC
1685,461,LP 560-27,,J14283+053,14:28:21.12,+05:19:00.3,M3.0 V,73.0,Lep13,Multiple,Double,A,A+B,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.3806,0.0156,0.3835,0.0113,This work,0.0177071597,0.0001081024,This work,9.9989,0.0032,3400,50,This work,4.50,0.25,-0.03,Pas18,,,,,,,,,false,false,false,false,false,false,0,,false,3669916380381791104,14282151+0519014,J142821.25+051900.6,217.08799771619400,0.030423440039157900,5.3167596985937800,0.023308077827096000,52.728978047595500,0.032625284,DR3,-373.0853982818460,0.03894336,-60.1780140882782,0.028092425,DR3,-10.457844,0.3384238,DR3,1.2256545,0.20849253237247500,47.96661376953130,1.4229379,0,0,NOT_AVAILABLE,0.69682866,3.4501867,12,-1.4889733,170,170,0.01824265532195570,0,false,12.7689,0.0033,11.3887,0.0029,10.2337,0.0039,8.724,0.032,8.075,0.036,7.843,0.021,AAA,7.669,0.025,7.548,0.020,7.476,0.017,7.361,0.105,AAAA
1686,461,LP 560-26,,J14282+053,14:28:17.18,+05:18:44.8,M3.5 V,73.5,Lep13,Multiple+,Double,B,,,,LDS 961,,,0,,2,,14284+0520,,1936,2016,10,255.10,60.904,12.54,13.15,1156.5131,60.9038,255.18,,,,,0.0138,0.7874,0.0013,0.3776,0.0162,0.3807,0.0121,This work,0.0136894546,0.0001441108,This work,10.4167,0.0041,3200,50,This work,5.50,0.25,,n/a,0.9921,,,,45169,670,2.192E+35,1.301E+34,true,false,false,false,false,false,0,,true,3669916071144145920,14281757+0518458,J142817.31+051845.1,217.0715724608260,0.06337501853704450,5.31243130716067,0.048398636281490300,52.6615819886523,0.06929945,DR3,-372.564115483104,0.07275656,-65.3594211451626,0.055929802,DR3,-10.457951,0.47934628,DR3,3.094963,0.4899178743362430,268.67388916015600,1.4620771,0,0,NOT_AVAILABLE,0.13816404,5.0573335,12,0.3869278,196,196,0.026321345940232300,0,false,13.3862,0.0035,11.8092,0.0029,10.5913,0.0039,8.932,0.024,8.401,0.078,8.082,0.026,AAA,7.872,0.023,7.703,0.020,7.603,0.019,7.549,0.145,AAAB
1687,0,Ross 130,552,J14294+155,14:29:28.53,+15:32:18.3,M2.0 V,72.0,Rei95,Single,,-,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,0.4974,0.0123,0.4941,0.0046,This work,0.0397971720,0.0001957729,This work,8.9684,0.0029,3660,17,Marf21,5.50,0.25,-0.16,Marf21,,,,,,,,,false,false,false,false,false,false,0,,false,1229089524081628416,14292971+1531578,J142928.94+153211.0,217.36887348196400,0.016660483554005600,15.538414038335100,0.014996969141066100,70.32487493126500,0.021143159,DR3,-1054.7757849507700,0.024522474,1299.3132065676800,0.018871402,DR3,7.62049,0.17026074,DR3,1.2632816,0.1438083052635190,26.077327728271500,1.3860706,2,0,VARIABLE,0.38734707,1.4142451,16,-1.53956,294,293,0.029845165088772800,0,false,10.9065,0.0030,9.7329,0.0028,8.6512,0.0038,7.229,0.021,6.605,0.031,6.393,0.018,AAA,6.255,0.088,6.112,0.035,6.122,0.015,6.025,0.042,AAAA
1688,0,GJ 3853,3853,J14299+295,14:29:59.26,+29:33:54.9,M4.0 V,74.0,Rei95,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.2929,0.0135,0.3004,0.0094,This work,0.0085225226,0.0000343506,This work,11.0820,0.0030,3200,50,This work,4.00,0.25,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,1284379875033869952,14295956+2934028,J142959.35+293357.4,217.49693344157100,0.00984798464924097,29.56526238200960,0.012126157991588100,38.24540695933150,0.016413992,DR3,-228.04086700744600,0.018189797,-470.3425549438480,0.017447911,DR3,-33.08207,1.1369324,DR3,1.240861,0.09538012742996220,8.982221603393560,1.4892949,0,0,NOT_AVAILABLE,0.00038373788,18.983374,25,3.5974643,429,427,0.012870949693024200,1,false,14.9036,0.0032,13.1691,0.0028,11.9098,0.0039,10.072,0.021,9.471,0.017,9.238,0.016,AAA,9.050,0.023,8.889,0.020,8.704,0.024,8.359,0.205,AAAB
1689,0,GJ 3855,3855,J14306+597,14:30:36.08,+59:43:27.4,M6.5 V,76.5,Bes91,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.1008,0.0092,0.1183,0.0046,This work,0.0005765211,0.0000025678,This work,14.8504,0.0030,2600,50,This work,4.50,0.25,-0.07,New14,,,,,,,,,false,false,false,false,false,false,0,,false,1618010323247026560,14303787+5943249,J143036.64+594326.6,217.6503357938040,0.04039998725056650,59.72427392962490,0.03942863643169400,100.31097867293200,0.043694653,DR3,-808.201789751334,0.0580857,157.396682546083,0.0530238,DR3,-7.0,4.0,New14,1.1306924,0.477566123008728,59.02964782714840,1.6990787,5,0,NOT_AVAILABLE,,,,,378,369,0.015762444585561800,0,false,18.1480,0.0124,14.8437,0.0028,13.3511,0.0039,10.790,0.018,10.140,0.020,9.788,0.020,AAA,9.542,0.022,9.341,0.020,9.098,0.024,9.015,0.339,AAAB
1690,0,HD 127339,553,J14307-086,14:30:46.35,-08:38:50.6,M0.5 V,70.5,Gra03,Single,,-,,,,,,,0,,1,BUP 158 is optical,,,,,,,,,,,,,,,,,,,,0.5913,0.0177,0.5831,0.0119,This work,0.0965249400,0.0004775086,This work,7.7301,0.0029,4037,13,Marf21,5.00,0.25,0.01,Marf21,,,,,,,,,false,false,false,false,false,false,0,,false,6328672145023976960,14304779-0838465,J143046.81-083849.4,217.69310643288100,0.015179160051047800,-8.647390665378760,0.013514140620827700,63.362539250540700,0.017119363,DR3,-1270.9909276841300,0.019322453,-238.51708557763700,0.016901923,DR3,-22.48592,0.13468933,DR3,1.0979886,0.09159577637910840,9.843207359313970,1.308909,0,0,NOT_AVAILABLE,0.847393,0.36320496,5,-1.4710566,203,202,0.01949400268495080,0,false,9.6142,0.0033,8.7209,0.0028,7.7920,0.0038,6.616,0.021,6.007,0.044,5.769,0.021,AAA,5.796,0.060,5.628,0.044,5.674,0.020,5.612,0.034,AAAA
1691,0,Wolf 1478,9484,J14310-122,14:31:00.72,-12:17:52.3,M3.5 V,73.5,Rei95,Single,,-,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,0.3034,0.0099,0.3103,0.0034,This work,0.0124831380,0.0000825861,This work,10.4843,0.0029,3450,28,Marf21,4.50,0.25,-0.15,Marf21,,,,,,,,,false,false,false,false,false,false,0,,false,6324308389531786112,14310120-1217451,J143100.88-121749.9,217.7529796815060,0.031449686735868500,-12.297869679498300,0.026711048558354400,91.89623713745940,0.035875946,DR3,-408.1044787325880,0.037082322,-398.6949525305070,0.02983701,DR3,-1.9218786,0.19904818,DR3,1.4235469,0.2284010499715810,53.434288024902300,1.4532984,0,0,NOT_AVAILABLE,0.9152223,1.0371882,7,-2.8383555,184,183,0.027370447292923900,2,false,12.1689,0.0030,10.6678,0.0028,9.4677,0.0038,7.803,0.026,7.259,0.049,6.961,0.021,AAA,6.807,0.057,6.569,0.025,6.547,0.018,6.423,0.057,AAAA
1692,0,LSPM J1431+7526,,J14312+754,14:31:12.59,+75:26:41.7,M4.0 V,74.0,Alo15a,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.1776,0.0104,0.1911,0.0060,This work,0.0034491892,0.0000118667,This work,11.9626,0.0029,3200,50,This work,4.50,0.25,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,1701602958196086528,14311348+7526423,J143112.87+752641.9,217.80244124264600,0.02002350054681300,75.44491958012210,0.01873612403869630,69.035076472839,0.021332094,DR3,-198.5845841168760,0.025080223,-32.813914889614200,0.026313031,DR3,-15.770762,0.87034297,DR3,1.3174919,0.19525213539600400,40.10784912109380,1.47881,1,0,NOT_AVAILABLE,0.0015176628,12.645372,19,3.1879315,311,311,0.0169339869171381,0,false,14.4411,0.0032,12.7673,0.0028,11.5234,0.0039,9.792,0.018,9.252,0.015,8.961,0.022,AAA,8.764,0.022,8.578,0.020,8.418,0.020,8.279,0.180,AAAB
1693,0,G 255-55,,J14320+738,14:32:01.99,+73:49:23.3,M2.0 V,72.0,Lep13,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.5245,0.0288,0.5064,0.0130,This work,0.0472730622,0.0001982608,This work,8.7827,0.0029,3500,50,This work,5.50,0.25,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,1699770557644460160,14320273+7349252,J143202.23+734923.9,218.0083122066670,0.014105365611612800,73.82314804128910,0.01247970201075080,42.512421122957700,0.014597496,DR3,-186.83307093296100,0.019060504,-116.07810582744200,0.01679596,DR3,-11.705568,0.19775783,DR3,1.2164507,0.12208031862974200,19.592763900756800,1.3833364,0,0,VARIABLE,0.41965228,1.945816,18,-1.1895523,318,318,0.017506958916783300,0,false,11.8111,0.0032,10.6401,0.0028,9.5616,0.0039,8.139,0.024,7.507,0.021,7.295,0.023,AAA,7.085,0.048,7.107,0.020,7.025,0.016,6.904,0.061,AAAA
1694,0,LP 560-35,,J14321+081,14:32:07.99,+08:11:31.4,M6.0 V,76.0,New14,Single,,-,,,,,Hya,Cor24,0,,1,,,,,,,,,,,,,,,,,,,,,0.1265,0.0114,0.1427,0.0078,This work,0.0018317145,0.0000092799,This work,13.1285,0.0031,3161,86,Marf21,4.00,0.25,-0.08,Marf21,,,,,,,,,false,false,false,false,false,false,0,,false,1172618435080418176,14320849+0811313,J143208.16+081131.2,218.03330657727000,0.037439748644828800,8.192058345519630,0.030794981867075000,78.56126536818490,0.039420277,DR3,-477.09608629917000,0.043525826,10.059347160438400,0.03941472,DR3,-18.0,4.0,New14,1.4021157,0.2859099507331850,40.453250885009800,1.5815377,2,0,NOT_AVAILABLE,,,,,211,208,0.013525111600756600,0,false,15.9564,0.0043,13.6525,0.0029,12.2766,0.0040,10.108,0.024,9.529,0.022,9.166,0.021,AAA,8.958,0.022,8.763,0.019,8.568,0.026,8.431,0.268,AAAB
1695,0,GJ 3856,3856,J14321+160,14:32:11.00,+16:00:48.2,M4.0 V,74.0,Rei95,Single,,-,,,,,,,0,,3,YLM candidate (Schw19),,,,,,,,,,,,,,,,,,,,0.2560,0.0125,0.2654,0.0083,This work,0.0066536032,0.0000282167,This work,11.2505,0.0031,3200,50,This work,4.50,0.25,-0.21,Kuz19,,,,,,,,,false,false,false,false,false,false,0,,false,1235125877277843840,14321078+1600494,J143210.93+160048.5,218.04584697379100,0.02221735380589960,16.013385429055000,0.020840099081397100,63.38492807099330,0.02794648,DR3,178.4250183953550,0.031113772,-70.52661431229020,0.025848197,DR3,-3.2200525,0.9798976,DR3,1.3550768,0.22078488767147100,58.90441131591800,1.4766052,23,0,NOT_AVAILABLE,0.026078565,10.171838,18,-0.6379921,276,276,0.01729373261332510,0,false,13.8709,0.0055,12.2406,0.0029,11.0038,0.0043,9.288,0.022,8.715,0.021,8.471,0.018,AAA,8.285,0.022,8.095,0.019,7.975,0.018,7.794,0.142,AAAB
